2020-04-27 11:14:45.910 INFO  [restartedMain]com.ybs.blog.BlogApplication.logStarting:55 -Starting BlogApplication on DESKTOP-5F74V32 with PID 3500 (D:\develop\springboot-vue\spring-vue-blog\blog\target\classes started by ybsde in D:\develop\springboot-vue\spring-vue-blog\blog)
2020-04-27 11:14:45.918 INFO  [restartedMain]com.ybs.blog.BlogApplication.logStartupProfileInfo:651 -No active profile set, falling back to default profiles: default
2020-04-27 11:14:46.026 INFO  [restartedMain]o.s.b.devtools.env.DevToolsPropertyDefaultsPostProcessor.logTo:225 -Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-04-27 11:14:46.027 INFO  [restartedMain]o.s.b.devtools.env.DevToolsPropertyDefaultsPostProcessor.logTo:225 -For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-04-27 11:14:48.898 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'shiroConfig' of type [com.ybs.blog.config.ShiroConfig$$EnhancerBySpringCGLIB$$ba44335f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:48.979 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'mybatis-org.mybatis.spring.boot.autoconfigure.MybatisProperties' of type [org.mybatis.spring.boot.autoconfigure.MybatisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:48.992 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration' of type [org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration$$EnhancerBySpringCGLIB$$9a216fa8] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:49.000 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure' of type [com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure$$EnhancerBySpringCGLIB$$80f913ea] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:49.005 INFO  [restartedMain]c.a.d.s.boot.autoconfigure.DruidDataSourceAutoConfigure.dataSource:56 -Init DruidDataSource
2020-04-27 11:14:49.166 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:49.309 INFO  [restartedMain]com.alibaba.druid.pool.DruidDataSource.init:1010 -{dataSource-1} inited
2020-04-27 11:14:49.309 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'dataSource' of type [com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceWrapper] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:49.407 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerInvoker' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerInvoker] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:49.841 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'sqlSessionFactory' of type [org.apache.ibatis.session.defaults.DefaultSqlSessionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:49.859 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'sqlSessionTemplate' of type [org.mybatis.spring.SqlSessionTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:49.868 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'adminMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:49.872 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'adminMapper' of type [com.sun.proxy.$Proxy82] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:49.873 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'adminServiceImpl' of type [com.ybs.blog.service.impl.AdminServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:49.875 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'adminRealm' of type [com.ybs.blog.realm.AdminRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:50.300 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:50.334 INFO  [restartedMain]o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization:330 -Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-27 11:14:51.429 INFO  [restartedMain]o.s.boot.web.embedded.tomcat.TomcatWebServer.initialize:92 -Tomcat initialized with port(s): 9001 (http)
2020-04-27 11:14:51.476 INFO  [restartedMain]org.apache.coyote.http11.Http11NioProtocol.log:173 -Initializing ProtocolHandler ["http-nio-9001"]
2020-04-27 11:14:51.478 INFO  [restartedMain]org.apache.catalina.core.StandardService.log:173 -Starting service [Tomcat]
2020-04-27 11:14:51.479 INFO  [restartedMain]org.apache.catalina.core.StandardEngine.log:173 -Starting Servlet engine: [Apache Tomcat/9.0.31]
2020-04-27 11:14:51.718 INFO  [restartedMain]o.a.catalina.core.ContainerBase.[Tomcat].[localhost].[/].log:173 -Initializing Spring embedded WebApplicationContext
2020-04-27 11:14:51.719 INFO  [restartedMain]org.springframework.web.context.ContextLoader.prepareWebApplicationContext:284 -Root WebApplicationContext: initialization completed in 5691 ms
2020-04-27 11:14:54.142 INFO  [restartedMain]o.s.boot.devtools.autoconfigure.OptionalLiveReloadServer.startServer:58 -LiveReload server is running on port 35729
2020-04-27 11:14:54.178 INFO  [restartedMain]org.apache.coyote.http11.Http11NioProtocol.log:173 -Starting ProtocolHandler ["http-nio-9001"]
2020-04-27 11:14:54.216 INFO  [restartedMain]o.s.boot.web.embedded.tomcat.TomcatWebServer.start:204 -Tomcat started on port(s): 9001 (http) with context path ''
2020-04-27 11:14:54.219 INFO  [restartedMain]com.ybs.blog.BlogApplication.logStarted:61 -Started BlogApplication in 10.637 seconds (JVM running for 12.268)
2020-04-27 11:14:54.299 INFO  [http-nio-9001-exec-1]o.a.catalina.core.ContainerBase.[Tomcat].[localhost].[/].log:173 -Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-04-27 11:14:54.299 INFO  [http-nio-9001-exec-1]org.springframework.web.servlet.DispatcherServlet.initServletBean:525 -Initializing Servlet 'dispatcherServlet'
2020-04-27 11:14:54.312 INFO  [http-nio-9001-exec-1]org.springframework.web.servlet.DispatcherServlet.initServletBean:547 -Completed initialization in 12 ms
2020-04-27 11:14:54.363 INFO  [http-nio-9001-exec-1]com.ybs.blog.aspect.RequestAspect.printRequestLog:108 -请求地址 : /link/list
2020-04-27 11:14:54.375 INFO  [http-nio-9001-exec-1]com.ybs.blog.aspect.RequestAspect.printRequestLog:109 -请求方式 : GET
2020-04-27 11:14:54.376 INFO  [http-nio-9001-exec-1]com.ybs.blog.aspect.RequestAspect.printRequestLog:112 -IP : 127.0.0.1
2020-04-27 11:14:54.379 INFO  [http-nio-9001-exec-1]com.ybs.blog.aspect.RequestAspect.printRequestLog:114 -方法 : com.ybs.blog.controller.LinkController.list
2020-04-27 11:14:54.379 INFO  [http-nio-9001-exec-1]com.ybs.blog.aspect.RequestAspect.printRequestLog:116 -请求参数：[]
2020-04-27 11:14:54.548 INFO  [http-nio-9001-exec-2]com.ybs.blog.aspect.RequestAspect.printRequestLog:108 -请求地址 : /admin/getAdmin
2020-04-27 11:14:54.549 INFO  [http-nio-9001-exec-2]com.ybs.blog.aspect.RequestAspect.printRequestLog:109 -请求方式 : GET
2020-04-27 11:14:54.549 INFO  [http-nio-9001-exec-2]com.ybs.blog.aspect.RequestAspect.printRequestLog:112 -IP : 127.0.0.1
2020-04-27 11:14:54.549 INFO  [http-nio-9001-exec-2]com.ybs.blog.aspect.RequestAspect.printRequestLog:114 -方法 : com.ybs.blog.controller.AdminController.getAdmin
2020-04-27 11:14:54.549 INFO  [http-nio-9001-exec-2]com.ybs.blog.aspect.RequestAspect.printRequestLog:116 -请求参数：[]
2020-04-27 11:14:54.695 INFO  [http-nio-9001-exec-3]com.ybs.blog.aspect.RequestAspect.printRequestLog:108 -请求地址 : /music/getList
2020-04-27 11:14:54.699 INFO  [http-nio-9001-exec-3]com.ybs.blog.aspect.RequestAspect.printRequestLog:109 -请求方式 : GET
2020-04-27 11:14:54.701 INFO  [http-nio-9001-exec-3]com.ybs.blog.aspect.RequestAspect.printRequestLog:112 -IP : 127.0.0.1
2020-04-27 11:14:54.703 INFO  [http-nio-9001-exec-3]com.ybs.blog.aspect.RequestAspect.printRequestLog:114 -方法 : com.ybs.blog.controller.MusicController.getList
2020-04-27 11:14:54.704 INFO  [http-nio-9001-exec-3]com.ybs.blog.aspect.RequestAspect.printRequestLog:116 -请求参数：[]
2020-04-27 11:14:55.152 INFO  [http-nio-9001-exec-1]com.ybs.blog.aspect.RequestAspect.doAround:63 -耗时 : 789
2020-04-27 11:14:55.152 INFO  [http-nio-9001-exec-3]com.ybs.blog.aspect.RequestAspect.doAround:63 -耗时 : 457
2020-04-27 11:14:55.152 INFO  [http-nio-9001-exec-2]com.ybs.blog.aspect.RequestAspect.doAround:63 -耗时 : 604
2020-04-27 11:14:55.385 INFO  [http-nio-9001-exec-1]com.ybs.blog.aspect.RequestAspect.doAfterReturning:77 -返回值：{"code":20000,"data":[{"createdTime":"2020-03-26 09:32:54","linkId":1,"linkName":"百度","linkUrl":"https://www.baidu.com","updateTime":"2020-03-26 09:56:01"},{"createdTime":"2020-03-26 09:40:52","linkId":4,"linkName":"CSDN","linkUrl":"https://blog.csdn.net/qq_38534107","updateTime":"2020-03-26 09:40:52"},{"createdTime":"2020-03-26 09:41:29","linkId":5,"linkName":"GitHub","linkUrl":"https://github.com/ybsdegit","updateTime":"2020-03-26 09:41:29"},{"createdTime":"2020-03-26 09:41:45","linkId":6,"linkName":"Mnist","linkUrl":"http://112.126.101.188:3335/","updateTime":"2020-03-26 09:41:45"},{"createdTime":"2020-04-10 14:06:18","linkId":8,"linkName":"element-ui","linkUrl":"https://element.eleme.cn/#/zh-CN/component/upload","updateTime":"2020-04-10 14:06:18"}],"msg":"操作成功"}
2020-04-27 11:14:55.386 INFO  [http-nio-9001-exec-2]com.ybs.blog.aspect.RequestAspect.doAfterReturning:77 -返回值：{"code":20000,"data":{"comment":"","header":"http://192.168.2.140:8099/group1/M00/00/00/wKgCjF6PVNqAKRzlABler-iF8xQ447.jpg","id":1,"name":"元宝森","signature":"钱没了可以挣回来，今天过了就再也没有了。","username":"root"},"msg":"操作成功"}
